fecha,url,titulo,texto,categoria
2018-11-22T00:00:00,https://www.eluniverso.com/noticias/2018/11/22/nota/7063197/se-desarrollo-segunda-reunion-regional-tratar-ola-migratoria,Se desarrolló segunda reunión regional para tratar ola migratoria venezolana,"Quito - Sin la presencia de delegados de Venezuela y Bolivia, la Cancillería fue sede, por segunda ocasión, de la jornada sobre movilidad humana que convocó a representantes de trece países de la región para tratar la crisis migratoria venezolana.En esta ocasión, los delegados analizaron planes para operativizar la primera Declaración de Quito, dada semanas atrás sobre este tema, con el fin de garantizar un tránsito seguro y ordenado de los migrantes venezolanos.El representante especial de Acnur (Alto Comisionado de las Naciones Unidas para los Refugiados) y OIM (Organización Internacional para las Migraciones) para la migración venezolana, Eduardo Stein, dijo que, si bien es una reunión técnica y analiza planes de acción, no se puede dejar de tomar en cuenta la situación que el 10 de enero el presidente venezolano Nicolás Maduro jurará para un nuevo período presidencial, pues este hecho podría agudizar la crisis migratoria.Está previsto que exista una segunda declaración de Quito este viernes. (I)",Politica
2018-11-21T00:00:00,https://www.eluniverso.com/noticias/2018/11/21/nota/7062213/reprimen-protesta-universitaria-opositora-venezuela,Reprimen protesta universitaria opositora en Venezuela,"Caracas - Cientos de policías y agentes de la Guardia Nacional bloquearon una marcha de estudiantes que este miércoles exigían al gobierno de Nicolás Maduro respeto a la autonomía de las universidades venezolanas y la entrega de un presupuesto justo que les permita sortear la severa crisis económica que azota al país. Los agentes con equipos antimotines apoyados por camiones blindados bloquearon los alrededores de la Universidad Central de Venezuela (UCV), la más grande y antigua del país, para impedir la salida de universitarios que aspiraban marchar hacia una plaza cercana. Extesorero de Venezuela se declara culpable por lavado de dinero en Estados Unido. Los manifestantes intentaron infructuosamente negociar su salida del campus por más de una hora hasta que los efectivos comenzaron a lanzar gases lacrimógenos a un grupo que buscó sin éxito superar el cerco. Se reportó la atención de decenas estudiantes afectados por asfixia. Con motivo del Día del Estudiante Universitario, los jóvenes de varias escuelas de la UCV realizaron una asamblea en la que debatieron temas como la inseguridad del campus, el aumento de los montos de las becas, la falta de transporte y el precario funcionamiento de comedores, así como los bajos salarios que devenga el personal obrero, administrativo y los profesores.",Represion
2018-11-21T00:00:00,https://www.eluniverso.com/noticias/2018/11/21/nota/7062213/reprimen-protesta-universitaria-opositora-venezuela,Reprimen protesta universitaria opositora en Venezuela,"Caracas - Cientos de policías y agentes de la Guardia Nacional bloquearon una marcha de estudiantes que este miércoles exigían al gobierno de Nicolás Maduro respeto a la autonomía de las universidades venezolanas y la entrega de un presupuesto justo que les permita sortear la severa crisis económica que azota al país. Los agentes con equipos antimotines apoyados por camiones blindados bloquearon los alrededores de la Universidad Central de Venezuela (UCV), la más grande y antigua del país, para impedir la salida de universitarios que aspiraban marchar hacia una plaza cercana. Extesorero de Venezuela se declara culpable por lavado de dinero en Estados Unidos Los manifestantes intentaron infructuosamente negociar su salida del campus por más de una hora hasta que los efectivos comenzaron a lanzar gases lacrimógenos a un grupo que buscó sin éxito superar el cerco. Se reportó la atención de decenas estudiantes afectados por asfixia. Con motivo del Día del Estudiante Universitario, los jóvenes de varias escuelas de la UCV realizaron una asamblea en la que debatieron temas como la inseguridad del campus, el aumento de los montos de las becas, la falta de transporte y el precario funcionamiento de comedores, así como los bajos salarios que devenga el personal obrero, administrativo y los profesores.",Represion
2018-11-21T00:00:00,https://www.eluniverso.com/noticias/2018/11/21/nota/7061484/profesionales-colombia-ecuador-que-aprovechan-crisis-venezuela,Los profesionales de Colombia y Ecuador que aprovechan la crisis de Venezuela para estudiar en la universidad (y ahorrar mucho dinero),"Mientras miles estudiantes venezolanos abandonan sus estudios y el país para huir de la crisis, otros universitarios extranjeros hacen el camino inverso. Tito Bohórquez, ingeniero agrónomo, viaja dos veces al año una distancia de 2.500 kilómetros entre su natal provincia de Los Ríos, en Ecuador, y Maracaibo, en el noroeste de Venezuela, para participar en clases presenciales de su doctorado en Ciencias Agropecuarias. El primero de los vuelos que toma tarda tres horas antes de hacer escala en Caracas. Debe pagar también por estadías en hoteles, comidas y taxis. El desgaste vale la pena, dice. Profesor contratado y director de la carrera de Agropecuaria en la Universidad Técnica de Babahoyo, en Ecuador, Bohórquez es parte de un grupo cada vez más numeroso de profesionales ecuatorianos y colombianos que cursan estudios de postgrado en la Universidad del Zulia (LUZ) en Maracaibo, cerca de la frontera con Colombia. Cómo afecta a la mayor industria de Venezuela la alta deserción de estudiantes de las Escuelas de Petróleo del país Estudian especialidades, maestrías y doctorados en Medicina, Odontología, Ingeniería, Derecho, Veterinaria, Humanidades y Agronomía.",Hambre
2018-11-20T00:00:00,https://www.eluniverso.com/noticias/2018/11/20/nota/7060656/extesorero-venezuela-se-declara-culpable-lavado-dinero-estados,Extesorero de Venezuela se declara culpable por lavado de dinero en Estados Unidos,"Caracas - Un extesorero nacional de Venezuela se declaró culpable ante una corte de Estados Unidos por un cargo de conspiración para lavar dinero en un plan que involucró a un magnate venezolano de la televisión y cerca de 1.000 millones de dólares, informó este martes el Departamento de Justicia estadounidense. Alejandro Andrade, de 54 años, se declaró culpable ante una corte del Distrito Sur de Florida por el cargo de conspiración para lavado de dinero, dijo el Departamento de Justicia en un comunicado. El venezolano, radicado en Wellington, Florida, y quien fue jefe de la Tesorería Nacional del 2007 al 2011 durante el gobierno del fallecido presidente Hugo Chávez, se declaró culpable ante la corte en diciembre del 2017, en un caso que estaba bajo reserva y se levantó el martes, agregó. El martes también se levantó la reserva judicial a la declaración de culpabilidad que hizo en marzo pasado el también venezolano Gabriel Arturo Jiménez, de 50 años. Falta de gasolina incrementa los males en Venezuela Jiménez, quien estaba radicado en Chicago, aceptó el cargo de conspiración para lavar dinero en el mismo plan, agregó el comunicado.",Economia
2018-11-20T00:00:00,https://www.eluniverso.com/noticias/2018/11/20/nota/7059615/tres-asesinatos-cada-hora-venezuela-mas-violenta,Tres asesinatos cada hora en una Venezuela más violenta,"Caracas - Como si fuera poca la angustia por la falta de alimentos y medicinas, los venezolanos tienen que lidiar con una alarmante inseguridad: cada hora tres personas mueren violentamente en su país. La ONG Observatorio Venezolano de Violencia (OVV) registró 26.600 homicidios en 2017, una tasa de 89 por cada 100.000 habitantes, 15 veces mayor al promedio mundial. “Los venezolanos toman medidas cotidianas sustentadas en el miedo o el deseo de protegerse. Se adaptan a la situación de inseguridad, pero eso implica pérdida de libertad”, explicó Roberto Briceño, director del OVV. Los suicidios también están alcanzando niveles nunca antes visto, como en el estado de Mérida, según el OVV, que estima que la tasa de suicidios del Estado fue de más de 19 por 100.000 habitantes en 2017. Campañas ciudadana A Yamileth Marcano, maestra de 46 años, se le quebró la vida hace dos años cuando su hermano Willis fue asesinado al salir del taller de mecánica donde trabajaba. Un joven de 19 años lo apuñaló para robarle su teléfono inteligente.",Represion
2018-11-18T00:00:00,https://www.eluniverso.com/noticias/2018/11/19/nota/7058757/venezuela-toma-medidas-ante-aumento-inseguridad-criminalidad,Venezuela toma medidas ante aumento de inseguridad y criminalidad,"Caracas - Como si fuera poca la angustia por la falta de alimentos y medicinas, los venezolanos tienen que lidiar con una alarmante inseguridad: cada hora tres personas mueren violentamente en su país. La ONG Observatorio Venezolano de Violencia (OVV) registró 26.600 homicidios en 2017, una tasa de 89 por cada 100.000 habitantes, 15 veces mayor al promedio mundial. ""Los venezolanos toman medidas cotidianas sustentadas en el miedo o el deseo de protegerse. Se adaptan a la situación de inseguridad, pero eso implica pérdida de libertad"", explicó a AFP Roberto Briceño, director del OVV. ""El celular o la vida"" A Yamileth Marcano, maestra de 46 años, se le quebró la vida hace dos años cuando su hermano Willis -seis años menor- fue asesinado al salir del taller de mecánica donde trabajaba. Un joven de 19 años lo apuñaló para robarle su teléfono inteligente. ""Era muy alegre, lo amaba mucho. Ni que encarcelen cien años a quien lo mató voy a recuperar a mi hermano. ¿Cuánto valía su vida? ¿Lo que cuesta un celular? Cada vez que escucho de otro hogar enlutado, vienen los duros recuerdos"", cuenta a la AFP. ONU: Unos 3 millones de personas han salido de Venezuela Marcano vive en una casa enrejada en el este de Caracas. Su hijo dejó la universidad y emigró a Italia con su padre, luego de que, mientras conducía, dos muchachos en moto le pusieron una pistola en la cabeza para quitarle el celular. Ella y una sobrina lo acompañaban. ""Yo gritaba como loca: '¡dáselo!'. Vino a mi mente mi hermano. La inseguridad está matando a jóvenes y viejos. Cualquiera está expuesto. Te roban en la calle, en la playa, en el mercado, en el hospital... ¡Terrible vivir así!"", lamenta Yamileth. Como ella, muchos en Venezuela usan un celular analógico en la calle. El smartphone se deja en casa, o nunca se saca de la bolsa. Acompañados por Pana Aún está en la memoria de los venezolanos el crimen de la Miss Venezuela Mónica Spear y su esposo, baleados por delincuentes en el 2014 en una carretera donde se había averiado el vehículo en el que iban de vacaciones. Su pequeña hija quedó herida.",Salud
2018-11-16T00:00:00,https://www.eluniverso.com/noticias/2018/11/16/nota/7053771/costa-rica-pide-apoyo-internacional-crisis-venezuela-nicaragua,Costa Rica pide apoyo internacional por crisis en Venezuela y Nicaragua,"Guatemala - El presidente de Costa Rica, Carlos Alvarado, reiteró este viernes en la XXVI Cumbre Iberoamericana de Guatemala que el apoyo multilateral es fundamental para afrontar la crisis en Nicaragua y Venezuela. ""Nos encontramos sumamente preocupados y dolidos por lo que ocurre en la hermana República de Nicaragua"", dijo Alvarado durante su elocución en la reunión que se lleva a cabo en Antigua Guatemala (suroeste). Aseguró que el ""dialogo ha quedado como un eco que retumba únicamente en los corazones de quienes hoy lloran con dolor por una sociedad justa e igualitaria, para lograr así una democracia"". Cumbre 'Una Iberoamérica próspera, inclusiva y sostenible' en medio de crisis migratoria. Alvarado pidió a la comunidad internacional ""hacer uso de la diplomacia, el multilateralismo y la mediación como herramientas válidas frente a los graves acontecimientos que se conocen"" en Nicaragua. El presidente nicaragüense Daniel Ortega es señalado de reprimir desde abril pasado con dureza a sus críticos y cargar contra movilizaciones con saldo de cientos de muertos.",Politica
2018-11-13T00:00:00,https://www.eluniverso.com/noticias/2018/11/13/nota/7048680/falta-gasolina-incrementa-males-venezuela,Falta de gasolina incrementa los males en Venezuela,"Caracas - Las habituales filas largas en las calles de Caracas y otras ciudades de Venezuela ya no son sólo para conseguir alimentos o medicinas: desde hace un tiempo la gente se forma para comprar gasolina en el país con las mayores reservas de crudo del mundo. La morgue de Venezuela en la que estallan cadáveres por falta de energía eléctrica Para llenar el tanque de 40 litros de su Chevrolet Aveo gris, Verónica Pérez hizo cuatro horas de fila hace unos meses en Valencia, una ciudad a 150 kilómetros de la capital que alguna vez fue un floreciente polo industrial. ""Dije que no me volvería a pasar"", recordó Pérez, una ingeniera de 54 años. ""Ruedo lo indispensable y ya. Cero dar colas (aventones), cero ir de supermercado en supermercado buscando algún alimento"". La gasolina es casi el único producto barato que le queda a los venezolanos. En las 1.800 estaciones que siguen abiertas se puede llenar un tanque por menos de un centavo de dólar, haciendo del transporte particular la opción más barata en un país que sufre una hiperinflación y cinco años de recesión. La crisis, que complica la importación de comida, medicamentos y otros artículos, está ahora llegando a las refinerías de la otra potencia petrolera. El menor suministro de crudo, la falta de inversión, mantenimiento e incluso de personal provocaron el desplome de la producción de gasolina.",Economia
2018-11-12T00:00:00,https://www.eluniverso.com/noticias/2018/11/12/nota/7046724/gobierno-repatriara-mas-200-chilenos-venezuela-afectados-crisis,Repatriarán a más de 200 chilenos afectados por la crisis en Venezuela,"Santiago de Chile - Más de 200 chilenos retornarán a Chile desde Venezuela en un avión militar durante las próximas dos semanas, afectados por la crisis humanitaria que padece ese país, dijo el canciller Roberto Ampuero al diario El Mercurio. ""Estoy en condiciones de confirmar que un avión de la FACH (Fuerza Aérea de Chile) traerá a un grupo importante de chilenos que están en Venezuela"", informó Ampuero en declaraciones difundidas este lunes por el matutino. Afectados por la ""grave crisis humanitaria"" que padece Venezuela, los chilenos solicitaron la ayuda del gobierno para salir de ese país ""debido a las graves dificultades que enfrentan para vivir ahí"", explicó el diplomático. Para ser parte de este retorno, los chilenos debieron cumplir requisitos como no tener medios económicos para adquirir un pasaje aéreo, tener la voluntad de regresar y una familia en Chile que se comprometa a apoyarlos en su regreso. Un primer viaje se concretará en las próximas dos semanas en un avión Boeing 767 de la FACH que trasladará a la mitad de los chilenos.",Migracion
2018-11-09T00:00:00,https://www.eluniverso.com/noticias/2018/11/09/nota/7040934/93-venezolanos-que-estaban-ecuador-regresan-su-pais-supuesta,93 venezolanos que estaban en Ecuador regresan en décimo vuelo del plan 'Vuelta a la Patria',"Caracas - Un total de 93 venezolanos retornaron este jueves a su país, provenientes de Ecuador. Así lo indicó la Cancillería de Venezuela en su cuenta de Twitter.  ""93 venezolanos retornan a la Patria provenientes de Ecuador, dice el tuit.",Migracion
2018-11-08T00:00:00,https://www.eluniverso.com/noticias/2018/11/08/nota/7039461/onu-3-millones-personas-han-salido-venezuela,ONU: Unos 3 millones de personas han salido de Venezuela,"Ginebra - Tres millones de venezolanos han huido de la crisis económica y política en su país, el mayor número desde 2015, dijo Naciones Unidas el jueves. El éxodo, provocado por la violencia, la hiperinflación y la escasez de alimentos y medicinas, equivale a cerca de uno de cada 12 habitantes. Se ha acelerado en los últimos seis meses, según William Spindler del Alto Comisionado para los Refugiados de la ONU (ACNUR), que pidió un mayor esfuerzo internacional para aliviar la presión en los países vecinos. Los datos de la ONU en septiembre mostraron que habían huido unos 2,6 millones de personas. ""Los principales incrementos siguen siendo reportados en Colombia y Perú"", afirmó Spindler.",Politica
2018-11-03T00:00:00,https://www.eluniverso.com/noticias/2018/11/03/nota/7032294/menos-550000-venezolanos-entraron-peru-casi-dos-anos,Al menos 550.000 venezolanos entraron a Perú en casi dos años,"Lima - Unos 550.000 venezolanos ingresaron a Perú desde enero de 2017, informaron este sábado autoridades migratorias, tras finalizar en octubre el plazo para entrar y permanecer en el país sin necesidad de presentar pasaporte. ""Tenemos un aproximado de 550.000 venezolanos que podrán acogerse a este beneficio"", dijo a la emisora RPP Roxana del Águila, gerente de la Superintendencia de Migraciones, en referencia al Permiso Temporal de Permanencia (PTP) que permitiría a esos migrantes trabajar legalmente en el país andino. El gobierno peruano había establecido el 31 de octubre como último día para que los venezolanos ingresaran al país sin necesidad de presentar pasaporte, muy difícil de conseguir en su país por su alto costo y la engorrosa burocracia. Presionados por el fin del plazo, el número de venezolanos que ingresaron por la ciudad fronteriza de Tumbes (norte) fue en aumento en los últimos días: solo el 31 de octubre cruzaron 6.708 personas, dijo Del Águila, la cifra más alta en ese cruce desde el 11 de agosto, cuando llegaron 5.190 personas. ""Ha sido un récord de ingresos. Comprendemos que se trató de algo inédito porque el 31 de octubre venció el plazo para que los venezolanos que ingresen al Perú puedan tramitar el PTP"", explicó la funcionaria.",Salud
2018-11-01T00:00:00,https://www.eluniverso.com/noticias/2018/11/01/nota/7030349/2013-libertad-internet-venezuela-ha-sido-constante-retroceso,"La libertad de internet en Venezuela, en constante retroceso","Washington - Venezuela es uno de los países que más ha restringido libertades en internet durante los últimos cinco años, dijo un centro de estudios estadounidense. Al difundir su informe anual sobre libertad en línea, la organización no gubernamental Freedom House, señaló al gobierno del presidente Nicolás Maduro, de bloquear sitios web que le son críticos, de someter a periodistas a detenciones arbitrarias y de adoptar una nueva ley que sanciona con hasta 20 años de cárcel, la propagación de mensajes de odio en las redes sociales. La organización agregó que en casi la mitad de los 26 países que vieron un declive durante los últimos 12 meses, las reducciones a las libertades estuvieron relacionadas a procesos electorales como en Venezuela, donde Maduro se reeligió en mayo. Freedom House mantuvo a Venezuela junto a Cuba como las dos únicas naciones en el continente que ofrecen a sus ciudadanos un espacio virtual sin libertad. Los otros países de la región que sufrieron retrocesos el último año fueron Argentina, Estados Unidos y México. Si bien mantuvo a Estados Unidos entre los países que ofrecen internet libre, el informe criticó a la Comisión Federal de Comunicaciones por abolir reglamentos que garantizaban la neutralidad en la red, un concepto según el cual las empresas proveedoras de acceso a internet no debían darle prioridad al tráfico según su origen ni su destino.",Represion
